id_log,Nome do Navio,Data,Porto,Tipo de Custo,Valor (USD),Descrição,Tipo de Carga,Volume,Temperatura,Volume (m³),Tonelagem,Número de Contêineres,Tipo de Contêineres,Número de Veículos,Tipo de Veículos
238,Carga Geral D,2023-01-04,Xangai,Carregamento/Descarga,11890.5,Carregamento/descarga de 23781 m³ de Granéis Sólidos,Granéis Sólidos,23781.0,,,,,,,
239,Carga Geral D,2023-01-04,Xangai,Manutenção,2079.87,Manutenção e reparos,,,,,,,,,
240,Carga Geral D,2023-01-04,Hamburgo,Combustível,14997.34,Combustível em Hamburgo,,,,,,,,,
241,Carga Geral D,2023-01-04,Los Angeles,Taxas Portuárias,2361.31,Taxas portuárias em Los Angeles,,,,,,,,,
242,Carga Geral E,2023-01-04,Roterdã,Seguros,1900.0,Seguro diário,,,,,,,,,
243,Carga Geral E,2023-01-04,Singapura,Combustível,25383.31,Combustível em Singapura,,,,,,,,,
244,Carga Geral E,2023-01-04,Los Angeles,Carregamento/Descarga,11613.0,Carregamento/descarga de 23226 m³ de Granéis Sólidos,Granéis Sólidos,23226.0,,,,,,,
245,Frigorífico A,2023-01-04,Singapura,Combustível,12230.44,Combustível em Singapura,,,,,,,,,
246,Frigorífico A,2023-01-04,Xangai,Combustível,30877.57,Combustível em Xangai,,,,,,,,,
247,Frigorífico A,2023-01-04,Singapura,Carregamento/Descarga,2229.0,Carregamento/descarga de 2229 m³ de Carnes a -3°C,Carnes,,-3.0,2229.0,,,,,
248,Frigorífico B,2023-01-04,Hamburgo,Seguros,2500.0,Seguro diário,,,,,,,,,
249,Frigorífico B,2023-01-04,Hamburgo,Combustível,32362.83,Combustível em Hamburgo,,,,,,,,,
250,Frigorífico B,2023-01-04,Los Angeles,Seguros,2500.0,Seguro diário,,,,,,,,,
251,Frigorífico B,2023-01-04,Singapura,Manutenção,3069.59,Manutenção e reparos,,,,,,,,,
252,Frigorífico C,2023-01-04,Xangai,Carregamento/Descarga,10169.0,Carregamento/descarga de 10169 m³ de Carnes a 2°C,Carnes,,2.0,10169.0,,,,,
253,Frigorífico D,2023-01-04,Hamburgo,Carregamento/Descarga,21834.0,Carregamento/descarga de 14556 m³ de Peixe a 0°C,Peixe,,0.0,14556.0,,,,,
254,Frigorífico D,2023-01-04,Roterdã,Manutenção,3955.58,Manutenção e reparos,,,,,,,,,
255,Frigorífico D,2023-01-04,Hamburgo,Manutenção,1490.4,Manutenção e reparos,,,,,,,,,
256,Frigorífico E,2023-01-04,Hamburgo,Taxas Portuárias,4411.84,Taxas portuárias em Hamburgo,,,,,,,,,
257,Frigorífico E,2023-01-04,Singapura,Carregamento/Descarga,34095.6,Carregamento/descarga de 18942 m³ de Laticínios a -10°C,Laticínios,,-10.0,18942.0,,,,,
258,Frigorífico E,2023-01-04,Los Angeles,Carregamento/Descarga,9792.0,Carregamento/descarga de 9792 m³ de Frutas a -3°C,Frutas,,-3.0,9792.0,,,,,
259,Frigorífico E,2023-01-04,Singapura,Carregamento/Descarga,5850.0,Carregamento/descarga de 5850 m³ de Laticínios a -17°C,Laticínios,,-17.0,5850.0,,,,,
260,Frigorífico E,2023-01-04,Hamburgo,Combustível,9327.54,Combustível em Hamburgo,,,,,,,,,
261,Graneleiro A,2023-01-04,Roterdã,Seguros,2000.0,Seguro diário,,,,,,,,,
262,Graneleiro A,2023-01-04,Singapura,Seguros,2000.0,Seguro diário,,,,,,,,,
263,Graneleiro A,2023-01-04,Los Angeles,Seguros,2000.0,Seguro diário,,,,,,,,,
264,Graneleiro A,2023-01-04,Xangai,Seguros,2000.0,Seguro diário,,,,,,,,,
265,Graneleiro B,2023-01-04,Singapura,Combustível,27828.74,Combustível em Singapura,,,,,,,,,
266,Graneleiro B,2023-01-04,Hamburgo,Combustível,16298.99,Combustível em Hamburgo,,,,,,,,,
267,Graneleiro B,2023-01-04,Hamburgo,Carga e Descarga,1173270.0,Carga e descarga de 78218 toneladas de Minério de Ferro,Minério de Ferro,,,,78218.0,,,,
268,Graneleiro B,2023-01-04,Hamburgo,Seguros,2000.0,Seguro diário,,,,,,,,,
269,Graneleiro C,2023-01-04,Xangai,Manutenção,1650.55,Manutenção e reparos,,,,,,,,,
270,Graneleiro C,2023-01-04,Los Angeles,Manutenção,1745.63,Manutenção e reparos,,,,,,,,,
271,Graneleiro C,2023-01-04,Roterdã,Seguros,2000.0,Seguro diário,,,,,,,,,
272,Graneleiro C,2023-01-04,Los Angeles,Seguros,2000.0,Seguro diário,,,,,,,,,
273,Graneleiro C,2023-01-04,Singapura,Carga e Descarga,1295460.0,Carga e descarga de 64773 toneladas de Fertilizantes,Fertilizantes,,,,64773.0,,,,
274,Graneleiro D,2023-01-04,Roterdã,Manutenção,4376.61,Manutenção e reparos,,,,,,,,,
275,Graneleiro E,2023-01-04,Singapura,Manutenção,1572.77,Manutenção e reparos,,,,,,,,,
276,Graneleiro E,2023-01-04,Singapura,Combustível,18710.57,Combustível em Singapura,,,,,,,,,
277,Graneleiro E,2023-01-04,Singapura,Carga e Descarga,774850.0,Carga e descarga de 77485 toneladas de Grãos,Grãos,,,,77485.0,,,,
278,Navio A,2023-01-04,Los Angeles,Manutenção,2104.67,Manutenção e reparos,,,,,,,,,
279,Navio A,2023-01-04,Singapura,Combustível,17065.55,Combustível em Singapura,,,,,,,,,
280,Navio A,2023-01-04,Roterdã,Seguros,1500.0,Seguro diário,,,,,,,,,
281,Navio A,2023-01-04,Los Angeles,Seguros,1500.0,Seguro diário,,,,,,,,,
282,Navio A,2023-01-04,Xangai,Taxas Portuárias,2090.34,Taxas portuárias em Xangai,,,,,,,,,
283,Navio B,2023-01-04,Singapura,Taxas Portuárias,4950.87,Taxas portuárias em Singapura,,,,,,,,,
284,Navio B,2023-01-04,Hamburgo,Manutenção,2736.62,Manutenção e reparos,,,,,,,,,
285,Navio B,2023-01-04,Roterdã,Seguros,1500.0,Seguro diário,,,,,,,,,
286,Navio C,2023-01-04,Roterdã,Taxas Portuárias,4632.76,Taxas portuárias em Roterdã,,,,,,,,,
287,Navio C,2023-01-04,Hamburgo,Manuseio de Contêineres,109840.0,Manuseio de 1373 contêineres (40'),,,,,,1373.0,40',,
288,Navio C,2023-01-04,Roterdã,Taxas Portuárias,1580.3,Taxas portuárias em Roterdã,,,,,,,,,
289,Navio D,2023-01-04,Los Angeles,Manuseio de Contêineres,97700.0,Manuseio de 1954 contêineres (20'),,,,,,1954.0,20',,
290,Navio D,2023-01-04,Singapura,Manuseio de Contêineres,135600.0,Manuseio de 1130 contêineres (Reefer),,,,,,1130.0,Reefer,,
291,Navio D,2023-01-04,Singapura,Seguros,1500.0,Seguro diário,,,,,,,,,
292,Navio E,2023-01-04,Singapura,Seguros,1500.0,Seguro diário,,,,,,,,,
293,Navio E,2023-01-04,Roterdã,Combustível,16509.19,Combustível em Roterdã,,,,,,,,,
294,Navio E,2023-01-04,Los Angeles,Combustível,10015.84,Combustível em Los Angeles,,,,,,,,,
295,Navio E,2023-01-04,Los Angeles,Combustível,6016.45,Combustível em Los Angeles,,,,,,,,,
296,Navio E,2023-01-04,Roterdã,Manuseio de Contêineres,78120.0,Manuseio de 651 contêineres (Reefer),,,,,,651.0,Reefer,,
297,Ro-Ro A,2023-01-04,Hamburgo,Combustível,9221.86,Combustível em Hamburgo,,,,,,,,,
298,Ro-Ro A,2023-01-04,Singapura,Seguros,1800.0,Seguro diário,,,,,,,,,
299,Ro-Ro B,2023-01-04,Xangai,Manutenção,2177.96,Manutenção e reparos,,,,,,,,,
300,Ro-Ro B,2023-01-04,Roterdã,Seguros,1800.0,Seguro diário,,,,,,,,,
301,Ro-Ro B,2023-01-04,Hamburgo,Taxas Portuárias,4173.49,Taxas portuárias em Hamburgo,,,,,,,,,
302,Ro-Ro B,2023-01-04,Xangai,Seguros,1800.0,Seguro diário,,,,,,,,,
303,Ro-Ro C,2023-01-04,Xangai,Combustível,16781.23,Combustível em Xangai,,,,,,,,,
304,Ro-Ro C,2023-01-04,Roterdã,Manutenção,2592.74,Manutenção e reparos,,,,,,,,,
305,Ro-Ro C,2023-01-04,Singapura,Taxas Portuárias,5978.84,Taxas portuárias em Singapura,,,,,,,,,
306,Ro-Ro C,2023-01-04,Los Angeles,Manutenção,2480.57,Manutenção e reparos,,,,,,,,,
307,Ro-Ro C,2023-01-04,Roterdã,Seguros,1800.0,Seguro diário,,,,,,,,,
308,Ro-Ro D,2023-01-04,Singapura,Seguros,1800.0,Seguro diário,,,,,,,,,
309,Ro-Ro D,2023-01-04,Los Angeles,Manutenção,3411.2,Manutenção e reparos,,,,,,,,,
310,Ro-Ro E,2023-01-04,Los Angeles,Combustível,9364.24,Combustível em Los Angeles,,,,,,,,,
311,Ro-Ro E,2023-01-04,Los Angeles,Manutenção,2295.44,Manutenção e reparos,,,,,,,,,
312,Ro-Ro E,2023-01-04,Hamburgo,Seguros,1800.0,Seguro diário,,,,,,,,,
313,Ro-Ro E,2023-01-04,Singapura,Taxas Portuárias,5193.98,Taxas portuárias em Singapura,,,,,,,,,
314,Carga Geral A,2023-01-05,Xangai,Manutenção,2024.71,Manutenção e reparos,,,,,,,,,
315,Carga Geral A,2023-01-05,Los Angeles,Taxas Portuárias,2748.56,Taxas portuárias em Los Angeles,,,,,,,,,
316,Carga Geral A,2023-01-05,Roterdã,Taxas Portuárias,3286.07,Taxas portuárias em Roterdã,,,,,,,,,
317,Carga Geral A,2023-01-05,Singapura,Combustível,8127.65,Combustível em Singapura,,,,,,,,,
318,Carga Geral B,2023-01-05,Hamburgo,Manutenção,1357.08,Manutenção e reparos,,,,,,,,,
319,Carga Geral B,2023-01-05,Singapura,Taxas Portuárias,6859.25,Taxas portuárias em Singapura,,,,,,,,,
320,Carga Geral B,2023-01-05,Singapura,Manutenção,2207.91,Manutenção e reparos,,,,,,,,,
321,Carga Geral B,2023-01-05,Hamburgo,Seguros,1900.0,Seguro diário,,,,,,,,,
322,Carga Geral B,2023-01-05,Xangai,Taxas Portuárias,6668.2,Taxas portuárias em Xangai,,,,,,,,,
323,Carga Geral C,2023-01-05,Xangai,Combustível,15513.97,Combustível em Xangai,,,,,,,,,
324,Carga Geral C,2023-01-05,Xangai,Carregamento/Descarga,17284.0,Carregamento/descarga de 34568 m³ de Granéis Sólidos,Granéis Sólidos,34568.0,,,,,,,
325,Carga Geral C,2023-01-05,Singapura,Taxas Portuárias,3910.41,Taxas portuárias em Singapura,,,,,,,,,
326,Carga Geral D,2023-01-05,Xangai,Manutenção,3978.93,Manutenção e reparos,,,,,,,,,
327,Carga Geral E,2023-01-05,Roterdã,Taxas Portuárias,3548.92,Taxas portuárias em Roterdã,,,,,,,,,
328,Carga Geral E,2023-01-05,Los Angeles,Carregamento/Descarga,21119.0,Carregamento/descarga de 21119 m³ de Outros,Outros,21119.0,,,,,,,
329,Carga Geral E,2023-01-05,Los Angeles,Manutenção,4152.93,Manutenção e reparos,,,,,,,,,
330,Carga Geral E,2023-01-05,Los Angeles,Carregamento/Descarga,66957.0,Carregamento/descarga de 44638 m³ de Veículos,Veículos,44638.0,,,,,,,
331,Frigorífico A,2023-01-05,Los Angeles,Manutenção,3978.71,Manutenção e reparos,,,,,,,,,
332,Frigorífico A,2023-01-05,Singapura,Carregamento/Descarga,18146.0,Carregamento/descarga de 18146 m³ de Peixe a -7°C,Peixe,,-7.0,18146.0,,,,,
333,Frigorífico A,2023-01-05,Los Angeles,Taxas Portuárias,4303.06,Taxas portuárias em Los Angeles,,,,,,,,,
334,Frigorífico A,2023-01-05,Singapura,Carregamento/Descarga,15659.0,Carregamento/descarga de 15659 m³ de Peixe a 4°C,Peixe,,4.0,15659.0,,,,,
335,Frigorífico A,2023-01-05,Singapura,Seguros,2500.0,Seguro diário,,,,,,,,,
336,Frigorífico B,2023-01-05,Roterdã,Combustível,10325.98,Combustível em Roterdã,,,,,,,,,
337,Frigorífico B,2023-01-05,Xangai,Combustível,33384.82,Combustível em Xangai,,,,,,,,,
338,Frigorífico C,2023-01-05,Xangai,Manutenção,5064.09,Manutenção e reparos,,,,,,,,,
339,Frigorífico C,2023-01-05,Hamburgo,Taxas Portuárias,2818.26,Taxas portuárias em Hamburgo,,,,,,,,,
340,Frigorífico C,2023-01-05,Singapura,Taxas Portuárias,2751.96,Taxas portuárias em Singapura,,,,,,,,,
341,Frigorífico C,2023-01-05,Los Angeles,Carregamento/Descarga,18033.0,Carregamento/descarga de 18033 m³ de Carnes a 4°C,Carnes,,4.0,18033.0,,,,,
342,Frigorífico D,2023-01-05,Los Angeles,Combustível,16289.36,Combustível em Los Angeles,,,,,,,,,
343,Frigorífico D,2023-01-05,Los Angeles,Taxas Portuárias,7930.68,Taxas portuárias em Los Angeles,,,,,,,,,
344,Frigorífico E,2023-01-05,Xangai,Combustível,11214.15,Combustível em Xangai,,,,,,,,,
345,Frigorífico E,2023-01-05,Xangai,Combustível,23578.21,Combustível em Xangai,,,,,,,,,
346,Frigorífico E,2023-01-05,Singapura,Carregamento/Descarga,9684.0,Carregamento/descarga de 9684 m³ de Laticínios a -1°C,Laticínios,,-1.0,9684.0,,,,,
347,Graneleiro A,2023-01-05,Roterdã,Manutenção,2806.23,Manutenção e reparos,,,,,,,,,
348,Graneleiro A,2023-01-05,Xangai,Combustível,20480.62,Combustível em Xangai,,,,,,,,,
349,Graneleiro A,2023-01-05,Roterdã,Combustível,26899.83,Combustível em Roterdã,,,,,,,,,
350,Graneleiro A,2023-01-05,Los Angeles,Manutenção,1601.55,Manutenção e reparos,,,,,,,,,
351,Graneleiro B,2023-01-05,Los Angeles,Carga e Descarga,356664.0,Carga e descarga de 29722 toneladas de Carvão,Carvão,,,,29722.0,,,,
352,Graneleiro B,2023-01-05,Roterdã,Carga e Descarga,624006.0,Carga e descarga de 34667 toneladas de Bauxita,Bauxita,,,,34667.0,,,,
353,Graneleiro C,2023-01-05,Los Angeles,Manutenção,3181.77,Manutenção e reparos,,,,,,,,,
354,Graneleiro C,2023-01-05,Roterdã,Seguros,2000.0,Seguro diário,,,,,,,,,
355,Graneleiro C,2023-01-05,Hamburgo,Taxas Portuárias,7743.65,Taxas portuárias em Hamburgo,,,,,,,,,
356,Graneleiro D,2023-01-05,Roterdã,Taxas Portuárias,5230.43,Taxas portuárias em Roterdã,,,,,,,,,
357,Graneleiro D,2023-01-05,Roterdã,Taxas Portuárias,4375.14,Taxas portuárias em Roterdã,,,,,,,,,
358,Graneleiro D,2023-01-05,Roterdã,Combustível,16211.38,Combustível em Roterdã,,,,,,,,,
359,Graneleiro E,2023-01-05,Roterdã,Carga e Descarga,1295320.0,Carga e descarga de 64766 toneladas de Fertilizantes,Fertilizantes,,,,64766.0,,,,
360,Graneleiro E,2023-01-05,Singapura,Taxas Portuárias,5141.29,Taxas portuárias em Singapura,,,,,,,,,
361,Graneleiro E,2023-01-05,Hamburgo,Carga e Descarga,460815.0,Carga e descarga de 30721 toneladas de Minério de Ferro,Minério de Ferro,,,,30721.0,,,,
362,Graneleiro E,2023-01-05,Los Angeles,Taxas Portuárias,4754.17,Taxas portuárias em Los Angeles,,,,,,,,,
363,Navio A,2023-01-05,Los Angeles,Taxas Portuárias,2209.18,Taxas portuárias em Los Angeles,,,,,,,,,
364,Navio B,2023-01-05,Roterdã,Taxas Portuárias,4802.16,Taxas portuárias em Roterdã,,,,,,,,,
365,Navio B,2023-01-05,Los Angeles,Combustível,18225.16,Combustível em Los Angeles,,,,,,,,,
366,Navio B,2023-01-05,Xangai,Combustível,17636.71,Combustível em Xangai,,,,,,,,,
367,Navio B,2023-01-05,Singapura,Manuseio de Contêineres,28750.0,Manuseio de 575 contêineres (20'),,,,,,575.0,20',,
368,Navio B,2023-01-05,Hamburgo,Manuseio de Contêineres,56050.0,Manuseio de 1121 contêineres (20'),,,,,,1121.0,20',,
369,Navio C,2023-01-05,Los Angeles,Seguros,1500.0,Seguro diário,,,,,,,,,
370,Navio C,2023-01-05,Roterdã,Seguros,1500.0,Seguro diário,,,,,,,,,
371,Navio D,2023-01-05,Los Angeles,Taxas Portuárias,1386.47,Taxas portuárias em Los Angeles,,,,,,,,,
372,Navio D,2023-01-05,Los Angeles,Seguros,1500.0,Seguro diário,,,,,,,,,
373,Navio D,2023-01-05,Hamburgo,Manutenção,2821.04,Manutenção e reparos,,,,,,,,,
374,Navio D,2023-01-05,Roterdã,Manuseio de Contêineres,80000.0,Manuseio de 1600 contêineres (20'),,,,,,1600.0,20',,
375,Navio E,2023-01-05,Singapura,Combustível,14948.79,Combustível em Singapura,,,,,,,,,
376,Navio E,2023-01-05,Hamburgo,Combustível,10980.07,Combustível em Hamburgo,,,,,,,,,
377,Navio E,2023-01-05,Xangai,Seguros,1500.0,Seguro diário,,,,,,,,,
378,Navio E,2023-01-05,Hamburgo,Taxas Portuárias,4454.0,Taxas portuárias em Hamburgo,,,,,,,,,
379,Navio E,2023-01-05,Singapura,Manuseio de Contêineres,158320.0,Manuseio de 1979 contêineres (40'),,,,,,1979.0,40',,
380,Ro-Ro A,2023-01-05,Los Angeles,Seguros,1800.0,Seguro diário,,,,,,,,,
381,Ro-Ro A,2023-01-05,Los Angeles,Combustível,17526.87,Combustível em Los Angeles,,,,,,,,,
382,Ro-Ro B,2023-01-05,Singapura,Embarque e Desembarque,145400.0,Embarque e desembarque de 727 Caminhões,,,,,,,,727.0,Caminhões
383,Ro-Ro B,2023-01-05,Xangai,Seguros,1800.0,Seguro diário,,,,,,,,,
384,Ro-Ro B,2023-01-05,Roterdã,Combustível,14475.82,Combustível em Roterdã,,,,,,,,,
385,Ro-Ro B,2023-01-05,Singapura,Manutenção,3602.63,Manutenção e reparos,,,,,,,,,
386,Ro-Ro C,2023-01-05,Hamburgo,Embarque e Desembarque,49080.0,Embarque e desembarque de 409 Outros,,,,,,,,409.0,Outros
387,Ro-Ro C,2023-01-05,Roterdã,Combustível,10114.77,Combustível em Roterdã,,,,,,,,,
388,Ro-Ro D,2023-01-05,Roterdã,Taxas Portuárias,4410.88,Taxas portuárias em Roterdã,,,,,,,,,
389,Ro-Ro D,2023-01-05,Roterdã,Combustível,9852.37,Combustível em Roterdã,,,,,,,,,
390,Ro-Ro D,2023-01-05,Singapura,Embarque e Desembarque,27600.0,Embarque e desembarque de 138 Caminhões,,,,,,,,138.0,Caminhões
391,Ro-Ro D,2023-01-05,Xangai,Manutenção,2403.01,Manutenção e reparos,,,,,,,,,
392,Ro-Ro E,2023-01-05,Hamburgo,Seguros,1800.0,Seguro diário,,,,,,,,,
393,Ro-Ro E,2023-01-05,Hamburgo,Embarque e Desembarque,39440.0,Embarque e desembarque de 493 Carros,,,,,,,,493.0,Carros
394,Ro-Ro E,2023-01-05,Los Angeles,Combustível,16058.55,Combustível em Los Angeles,,,,,,,,,
395,Ro-Ro E,2023-01-05,Hamburgo,Combustível,13131.95,Combustível em Hamburgo,,,,,,,,,
396,Ro-Ro E,2023-01-05,Los Angeles,Combustível,20948.7,Combustível em Los Angeles,,,,,,,,,
397,Carga Geral A,2023-01-06,Hamburgo,Manutenção,3677.15,Manutenção e reparos,,,,,,,,,
398,Carga Geral B,2023-01-06,Hamburgo,Combustível,11577.22,Combustível em Hamburgo,,,,,,,,,
399,Carga Geral B,2023-01-06,Los Angeles,Seguros,1900.0,Seguro diário,,,,,,,,,
400,Carga Geral B,2023-01-06,Los Angeles,Carregamento/Descarga,15862.8,Carregamento/descarga de 13219 m³ de Contêineres,Contêineres,13219.0,,,,,,,
401,Carga Geral C,2023-01-06,Singapura,Taxas Portuárias,3205.36,Taxas portuárias em Singapura,,,,,,,,,
402,Carga Geral C,2023-01-06,Roterdã,Combustível,17770.73,Combustível em Roterdã,,,,,,,,,
403,Carga Geral C,2023-01-06,Singapura,Manutenção,1769.63,Manutenção e reparos,,,,,,,,,
404,Carga Geral C,2023-01-06,Singapura,Carregamento/Descarga,20656.5,Carregamento/descarga de 13771 m³ de Veículos,Veículos,13771.0,,,,,,,
405,Carga Geral C,2023-01-06,Xangai,Carregamento/Descarga,7285.5,Carregamento/descarga de 14571 m³ de Granéis Sólidos,Granéis Sólidos,14571.0,,,,,,,
406,Carga Geral D,2023-01-06,Singapura,Carregamento/Descarga,7155.2,Carregamento/descarga de 8944 m³ de Carga Solta,Carga Solta,8944.0,,,,,,,
407,Carga Geral D,2023-01-06,Los Angeles,Seguros,1900.0,Seguro diário,,,,,,,,,
408,Carga Geral D,2023-01-06,Singapura,Carregamento/Descarga,18217.0,Carregamento/descarga de 18217 m³ de Outros,Outros,18217.0,,,,,,,
409,Carga Geral D,2023-01-06,Los Angeles,Manutenção,3824.7,Manutenção e reparos,,,,,,,,,
410,Carga Geral E,2023-01-06,Singapura,Taxas Portuárias,6474.37,Taxas portuárias em Singapura,,,,,,,,,
411,Carga Geral E,2023-01-06,Hamburgo,Seguros,1900.0,Seguro diário,,,,,,,,,
412,Frigorífico A,2023-01-06,Hamburgo,Seguros,2500.0,Seguro diário,,,,,,,,,
413,Frigorífico A,2023-01-06,Hamburgo,Carregamento/Descarga,4281.0,Carregamento/descarga de 4281 m³ de Peixe a -7°C,Peixe,,-7.0,4281.0,,,,,
414,Frigorífico A,2023-01-06,Singapura,Taxas Portuárias,4741.09,Taxas portuárias em Singapura,,,,,,,,,
415,Frigorífico B,2023-01-06,Roterdã,Taxas Portuárias,6959.31,Taxas portuárias em Roterdã,,,,,,,,,
416,Frigorífico B,2023-01-06,Singapura,Combustível,16132.67,Combustível em Singapura,,,,,,,,,
417,Frigorífico B,2023-01-06,Xangai,Combustível,10275.75,Combustível em Xangai,,,,,,,,,
418,Frigorífico B,2023-01-06,Los Angeles,Seguros,2500.0,Seguro diário,,,,,,,,,
419,Frigorífico C,2023-01-06,Los Angeles,Carregamento/Descarga,5648.0,Carregamento/descarga de 5648 m³ de Laticínios a -4°C,Laticínios,,-4.0,5648.0,,,,,
420,Frigorífico C,2023-01-06,Singapura,Combustível,29306.64,Combustível em Singapura,,,,,,,,,
421,Frigorífico C,2023-01-06,Los Angeles,Combustível,9917.75,Combustível em Los Angeles,,,,,,,,,
422,Frigorífico C,2023-01-06,Hamburgo,Taxas Portuárias,7435.66,Taxas portuárias em Hamburgo,,,,,,,,,
423,Frigorífico D,2023-01-06,Xangai,Taxas Portuárias,5394.71,Taxas portuárias em Xangai,,,,,,,,,
424,Frigorífico D,2023-01-06,Singapura,Carregamento/Descarga,8141.0,Carregamento/descarga de 8141 m³ de Carnes a -18°C,Carnes,,-18.0,8141.0,,,,,
425,Frigorífico D,2023-01-06,Xangai,Combustível,9329.69,Combustível em Xangai,,,,,,,,,
426,Frigorífico E,2023-01-06,Hamburgo,Manutenção,2224.41,Manutenção e reparos,,,,,,,,,
427,Frigorífico E,2023-01-06,Los Angeles,Combustível,15171.36,Combustível em Los Angeles,,,,,,,,,
428,Graneleiro A,2023-01-06,Singapura,Carga e Descarga,359784.0,Carga e descarga de 29982 toneladas de Carvão,Carvão,,,,29982.0,,,,
429,Graneleiro A,2023-01-06,Los Angeles,Seguros,2000.0,Seguro diário,,,,,,,,,
430,Graneleiro A,2023-01-06,Xangai,Taxas Portuárias,6332.68,Taxas portuárias em Xangai,,,,,,,,,
431,Graneleiro A,2023-01-06,Roterdã,Taxas Portuárias,2374.58,Taxas portuárias em Roterdã,,,,,,,,,
432,Graneleiro A,2023-01-06,Hamburgo,Taxas Portuárias,4088.29,Taxas portuárias em Hamburgo,,,,,,,,,
433,Graneleiro B,2023-01-06,Roterdã,Carga e Descarga,166110.0,Carga e descarga de 16611 toneladas de Grãos,Grãos,,,,16611.0,,,,
434,Graneleiro C,2023-01-06,Roterdã,Manutenção,2344.98,Manutenção e reparos,,,,,,,,,
435,Graneleiro C,2023-01-06,Xangai,Manutenção,4498.44,Manutenção e reparos,,,,,,,,,
436,Graneleiro D,2023-01-06,Los Angeles,Seguros,2000.0,Seguro diário,,,,,,,,,
437,Graneleiro E,2023-01-06,Xangai,Combustível,22964.94,Combustível em Xangai,,,,,,,,,
438,Graneleiro E,2023-01-06,Hamburgo,Combustível,11754.34,Combustível em Hamburgo,,,,,,,,,
439,Graneleiro E,2023-01-06,Roterdã,Manutenção,3659.43,Manutenção e reparos,,,,,,,,,
440,Graneleiro E,2023-01-06,Roterdã,Taxas Portuárias,3681.05,Taxas portuárias em Roterdã,,,,,,,,,
441,Graneleiro E,2023-01-06,Hamburgo,Taxas Portuárias,4324.97,Taxas portuárias em Hamburgo,,,,,,,,,
442,Navio A,2023-01-06,Hamburgo,Combustível,11755.72,Combustível em Hamburgo,,,,,,,,,
443,Navio B,2023-01-06,Los Angeles,Taxas Portuárias,3692.14,Taxas portuárias em Los Angeles,,,,,,,,,
444,Navio B,2023-01-06,Singapura,Combustível,9887.78,Combustível em Singapura,,,,,,,,,
445,Navio B,2023-01-06,Xangai,Manutenção,1062.25,Manutenção e reparos,,,,,,,,,
446,Navio C,2023-01-06,Singapura,Manuseio de Contêineres,155760.0,Manuseio de 1298 contêineres (Reefer),,,,,,1298.0,Reefer,,
447,Navio C,2023-01-06,Xangai,Manutenção,933.75,Manutenção e reparos,,,,,,,,,
448,Navio C,2023-01-06,Roterdã,Manuseio de Contêineres,31300.0,Manuseio de 626 contêineres (20'),,,,,,626.0,20',,
449,Navio C,2023-01-06,Hamburgo,Combustível,10910.23,Combustível em Hamburgo,,,,,,,,,
450,Navio D,2023-01-06,Singapura,Manutenção,1503.27,Manutenção e reparos,,,,,,,,,
451,Navio D,2023-01-06,Roterdã,Combustível,11710.13,Combustível em Roterdã,,,,,,,,,
452,Navio E,2023-01-06,Hamburgo,Combustível,19136.81,Combustível em Hamburgo,,,,,,,,,
453,Ro-Ro A,2023-01-06,Los Angeles,Seguros,1800.0,Seguro diário,,,,,,,,,
